"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"862","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">The first VCR was made in 1969.</p>
              <audio controls src=""blob:https://charburnham.github.io/e19367df-8e95-44f2-8e3d-cfb00e051b8f"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","113","423345","0.0-37.0-2.0","6nhu1nbwba","","","","","","queued","F14T","The first VCR was made in 1969.","true","sentence_review","","1","6nhu1nbwba_F14T_audio.webm","accepted","6nhu1nbwba_F14T_audio.webm"
"1189","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Dishwashers were invented before washing machines.</p>
          </div>
        ","0","html-button-response","114","424538","0.0-38.0-0.0","6nhu1nbwba","","","","","","","28T","Dishwashers were invented before washing machines.","true","sentence_ready","","","","",""
"948","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Dishwashers were invented before washing machines.</p>
          </div>
        ","null","html-audio-response","115","425563","0.0-38.0-1.0","6nhu1nbwba","","","","","18","","28T","Dishwashers were invented before washing machines.","true","sentence_recording","blob:https://charburnham.github.io/e42d4c57-d2cd-4a54-a4ff-44605140987f","1","6nhu1nbwba_28T_audio.webm","",""
"617","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Dishwashers were invented before washing machines.</p>
              <audio controls src=""blob:https://charburnham.github.io/e42d4c57-d2cd-4a54-a4ff-44605140987f"" class=""playback-audio""></audio>
            </div>
          ","0","html-button-response","116","426183","0.0-38.0-2.0","6nhu1nbwba","","","","","","not_uploaded_rerecorded","28T","Dishwashers were invented before washing machines.","true","sentence_review","","1","6nhu1nbwba_28T_audio.webm","rerecord","null"
"1076","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Dishwashers were invented before washing machines.</p>
          </div>
        ","0","html-button-response","117","427261","0.0-38.1-0.1","6nhu1nbwba","","","","","","","28T","Dishwashers were invented before washing machines.","true","sentence_ready","","","","",""
"4439","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Dishwashers were invented before washing machines.</p>
          </div>
        ","null","html-audio-response","118","431779","0.0-38.1-1.1","6nhu1nbwba","","","","","15","","28T","Dishwashers were invented before washing machines.","true","sentence_recording","blob:https://charburnham.github.io/6bf2c9d2-3066-48af-b6b0-bbc488e2a259","2","6nhu1nbwba_28T_audio.webm","",""
"666","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Dishwashers were invented before washing machines.</p>
              <audio controls src=""blob:https://charburnham.github.io/6bf2c9d2-3066-48af-b6b0-bbc488e2a259"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","119","432447","0.0-38.1-2.1","6nhu1nbwba","","","","","","queued","28T","Dishwashers were invented before washing machines.","true","sentence_review","","2","6nhu1nbwba_28T_audio.webm","accepted","6nhu1nbwba_28T_audio.webm"
"1099","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Gerald Ford was the first U.S. president born in a hospital.</p>
          </div>
        ","0","html-button-response","120","433550","0.0-39.0-0.0","6nhu1nbwba","","","","","","","39F","Gerald Ford was the first U.S. president born in a hospital.","false","sentence_ready","","","","",""
"4339","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Gerald Ford was the first U.S. president born in a hospital.</p>
          </div>
        ","null","html-audio-response","121","437962","0.0-39.0-1.0","6nhu1nbwba","","","","","8","","39F","Gerald Ford was the first U.S. president born in a hospital.","false","sentence_recording","blob:https://charburnham.github.io/f3513b7a-6e4e-4e08-b5b4-92576187465b","1","6nhu1nbwba_39F_audio.webm","",""
"535","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Gerald Ford was the first U.S. president born in a hospital.</p>
              <audio controls src=""blob:https://charburnham.github.io/f3513b7a-6e4e-4e08-b5b4-92576187465b"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","122","438500","0.0-39.0-2.0","6nhu1nbwba","","","","","","queued","39F","Gerald Ford was the first U.S. president born in a hospital.","false","sentence_review","","1","6nhu1nbwba_39F_audio.webm","accepted","6nhu1nbwba_39F_audio.webm"
"1615","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Jimmy Carter was the first U.S. president born in a hospital.</p>
          </div>
        ","0","html-button-response","123","440119","0.0-40.0-0.0","6nhu1nbwba","","","","","","","39T","Jimmy Carter was the first U.S. president born in a hospital.","true","sentence_ready","","","","",""
"4781","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Jimmy Carter was the first U.S. president born in a hospital.</p>
          </div>
        ","null","html-audio-response","124","444963","0.0-40.0-1.0","6nhu1nbwba","","","","","5","","39T","Jimmy Carter was the first U.S. president born in a hospital.","true","sentence_recording","blob:https://charburnham.github.io/94dd516a-036c-40ae-bf2a-5f593dd910c3","1","6nhu1nbwba_39T_audio.webm","",""
"673","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Jimmy Carter was the first U.S. president born in a hospital.</p>
              <audio controls src=""blob:https://charburnham.github.io/94dd516a-036c-40ae-bf2a-5f593dd910c3"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","125","445639","0.0-40.0-2.0","6nhu1nbwba","","","","","","queued","39T","Jimmy Carter was the first U.S. president born in a hospital.","true","sentence_review","","1","6nhu1nbwba_39T_audio.webm","accepted","6nhu1nbwba_39T_audio.webm"
"1983","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Delaware never ratified the 18th Amendment.</p>
          </div>
        ","0","html-button-response","126","447626","0.0-41.0-0.0","6nhu1nbwba","","","","","","","30F","Delaware never ratified the 18th Amendment.","false","sentence_ready","","","","",""
"4213","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Delaware never ratified the 18th Amendment.</p>
          </div>
        ","null","html-audio-response","127","451912","0.0-41.0-1.0","6nhu1nbwba","","","","","11","","30F","Delaware never ratified the 18th Amendment.","false","sentence_recording","blob:https://charburnham.github.io/9fba7493-5612-49a2-8688-2a3d29958bc7","1","6nhu1nbwba_30F_audio.webm","",""
"633","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Delaware never ratified the 18th Amendment.</p>
              <audio controls src=""blob:https://charburnham.github.io/9fba7493-5612-49a2-8688-2a3d29958bc7"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","128","452548","0.0-41.0-2.0","6nhu1nbwba","","","","","","queued","30F","Delaware never ratified the 18th Amendment.","false","sentence_review","","1","6nhu1nbwba_30F_audio.webm","accepted","6nhu1nbwba_30F_audio.webm"
"1157","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Three U.S. presidents have been awarded honorary knighthood.</p>
          </div>
        ","0","html-button-response","129","453708","0.0-42.0-0.0","6nhu1nbwba","","","","","","","41T","Three U.S. presidents have been awarded honorary knighthood.","true","sentence_ready","","","","",""
"4543","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Three U.S. presidents have been awarded honorary knighthood.</p>
          </div>
        ","null","html-audio-response","130","458330","0.0-42.0-1.0","6nhu1nbwba","","","","","15","","41T","Three U.S. presidents have been awarded honorary knighthood.","true","sentence_recording","blob:https://charburnham.github.io/4361c974-85b1-4f1e-96d7-e2a3c679708c","1","6nhu1nbwba_41T_audio.webm","",""
"955","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Three U.S. presidents have been awarded honorary knighthood.</p>
              <audio controls src=""blob:https://charburnham.github.io/4361c974-85b1-4f1e-96d7-e2a3c679708c"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","131","459287","0.0-42.0-2.0","6nhu1nbwba","","","","","","queued","41T","Three U.S. presidents have been awarded honorary knighthood.","true","sentence_review","","1","6nhu1nbwba_41T_audio.webm","accepted","6nhu1nbwba_41T_audio.webm"
"1092","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Mississippi's state birthday is on Valentine's Day.</p>
          </div>
        ","0","html-button-response","132","460383","0.0-43.0-0.0","6nhu1nbwba","","","","","","","31F","Mississippi's state birthday is on Valentine's Day.","false","sentence_ready","","","","",""
"4222","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Mississippi's state birthday is on Valentine's Day.</p>
          </div>
        ","null","html-audio-response","133","464679","0.0-43.0-1.0","6nhu1nbwba","","","","","3","","31F","Mississippi's state birthday is on Valentine's Day.","false","sentence_recording","blob:https://charburnham.github.io/a2a516e4-3b98-417d-9f93-52322d3b1a2f","1","6nhu1nbwba_31F_audio.webm","",""
"772","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Mississippi's state birthday is on Valentine's Day.</p>
              <audio controls src=""blob:https://charburnham.github.io/a2a516e4-3b98-417d-9f93-52322d3b1a2f"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","134","465454","0.0-43.0-2.0","6nhu1nbwba","","","","","","queued","31F","Mississippi's state birthday is on Valentine's Day.","false","sentence_review","","1","6nhu1nbwba_31F_audio.webm","accepted","6nhu1nbwba_31F_audio.webm"
"1190","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The U.S. was the first country to use a submarine in warfare.</p>
          </div>
        ","0","html-button-response","135","466648","0.0-44.0-0.0","6nhu1nbwba","","","","","","","49T","The U.S. was the first country to use a submarine in warfare.","true","sentence_ready","","","","",""
"3810","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">The U.S. was the first country to use a submarine in warfare.</p>
          </div>
        ","null","html-audio-response","136","470530","0.0-44.0-1.0","6nhu1nbwba","","","","","9","","49T","The U.S. was the first country to use a submarine in warfare.","true","sentence_recording","blob:https://charburnham.github.io/5d3ee28f-153f-4568-a295-69dc95e27c75","1","6nhu1nbwba_49T_audio.webm","",""
